type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
CSI_DATA,4525,d4:da:21:9b:81:01,-24,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,94947105,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,17,-4,15,-5,12,-5,9,-3,6,0,3,2,2,4,4,5,9,6,14,9,18,13,21,15,21,15,19,16,15,14,11,13,5,11,0,7,-3,4,-4,2,-3,1,-2,1,-1,1,1,0,5,-2,7,-2,0,0,8,-3,7,-3,3,-3,0,-3,-4,-1,-6,0,-6,1,-5,3,-3,7,-1,9,3,11,9,11,14,12,16,14,17,13,17,11,17,8,17,5,17,3,18,2,17,3,16,6,13,8,10,10,7,11,5,10,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4526,d4:da:21:9b:81:01,-24,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,94962248,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,17,2,15,0,12,0,9,1,5,2,1,4,0,4,2,6,6,9,10,14,13,19,15,21,15,22,13,22,10,19,7,16,2,12,-2,7,-3,3,-3,1,-3,1,-2,1,-1,1,1,1,5,0,8,0,0,0,10,0,8,0,5,-1,1,-1,-3,-1,-5,-1,-6,0,-5,2,-4,6,-3,9,1,11,6,12,10,15,12,17,13,17,14,15,14,12,15,9,15,6,16,6,15,8,13,9,11,11,7,12,5,12,3,12,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4527,d4:da:21:9b:81:01,-23,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,94974597,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,11,-11,9,-10,6,-7,5,-3,2,1,1,4,2,6,5,6,11,7,17,9,22,12,25,13,25,14,23,14,19,13,14,11,9,9,3,5,1,2,2,1,2,2,2,2,3,2,6,1,10,0,13,-1,0,0,14,0,11,0,6,-2,2,-3,-1,-4,-4,-5,-5,-3,-4,0,-4,5,-4,8,-2,11,2,14,5,18,6,20,6,21,7,19,7,17,8,14,9,13,9,13,7,14,3,15,0,15,-4,14,-6,13,-7,12,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4528,d4:da:21:9b:81:01,-24,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,94986241,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,18,1,15,-1,13,-1,9,0,5,2,2,3,1,4,4,6,9,9,14,14,17,18,19,21,19,22,17,21,13,18,9,16,4,12,0,8,-3,4,-3,2,-2,2,-1,3,0,3,2,2,5,0,9,-1,0,0,12,-2,11,-2,7,-1,3,-1,0,-1,-3,0,-4,2,-2,4,0,8,2,10,5,11,10,11,14,11,17,12,19,11,18,9,18,6,17,3,17,0,18,0,18,1,16,4,14,7,11,9,9,10,7,10,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4529,d4:da:21:9b:81:01,-22,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,94998822,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-17,0,-14,1,-11,0,-7,-1,-3,-3,0,-4,-1,-7,-4,-9,-8,-15,-12,-20,-14,-25,-16,-28,-15,-29,-13,-27,-10,-23,-6,-19,-3,-13,-1,-7,0,-4,-1,-3,0,-4,0,-5,-1,-5,-4,-5,-8,-6,-12,-7,0,0,-13,-8,-11,-6,-8,-3,-5,0,-2,2,0,3,2,2,3,-1,4,-5,5,-8,5,-12,2,-15,0,-20,0,-22,-1,-23,-2,-21,-4,-19,-5,-17,-7,-16,-7,-16,-5,-17,-1,-16,2,-16,5,-14,7,-12,8,-11,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4530,d4:da:21:9b:81:01,-24,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,95010252,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,7,17,7,14,7,11,5,9,1,7,-1,5,-2,5,-2,8,-2,14,-3,20,-5,25,-6,28,-7,28,-8,26,-8,21,-8,15,-8,9,-7,3,-6,0,-5,-2,-5,-1,-5,0,-4,1,-1,2,2,4,6,6,0,0,9,7,8,6,6,4,4,2,2,1,-2,0,-3,1,-4,3,-5,6,-4,9,-2,12,1,15,5,17,8,20,9,19,10,17,11,14,12,11,14,9,15,9,14,10,12,11,8,12,5,12,3,12,2,11,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4531,d4:da:21:9b:81:01,-24,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,95026790,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,17,-10,14,-10,11,-9,9,-8,7,-4,5,-2,6,0,8,0,14,-1,20,-1,25,0,28,1,28,2,26,3,21,4,15,5,8,5,3,6,-1,5,-2,5,-1,5,0,5,1,4,1,1,3,-3,4,-6,0,0,4,-10,3,-10,2,-9,1,-6,0,-4,0,0,1,1,4,1,7,1,10,0,12,-3,13,-7,15,-12,17,-14,17,-15,14,-15,10,-16,6,-16,4,-17,4,-18,5,-17,7,-16,9,-13,10,-10,10,-7,10,-6,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4532,d4:da:21:9b:81:01,-24,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,95038511,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,16,6,13,5,11,2,8,-1,5,-2,5,-3,8,-4,13,-6,19,-9,23,-10,25,-11,25,-11,23,-11,18,-10,12,-8,6,-7,0,-5,-3,-4,-4,-5,-3,-6,-2,-6,-1,-3,0,0,3,3,6,0,0,7,7,8,6,6,5,5,3,2,2,-1,1,-2,1,-3,4,-4,7,-4,9,-2,12,1,15,4,19,5,21,6,21,7,18,9,15,11,12,13,9,14,9,13,11,11,12,8,13,4,13,2,12,1,11,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4533,d4:da:21:9b:81:01,-23,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,95051039,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,-2,11,-2,8,-1,4,1,1,3,0,5,2,8,6,13,9,18,11,23,12,25,11,25,9,24,6,20,3,14,0,9,-1,3,-1,1,-1,0,-2,2,-2,3,-1,4,2,4,6,4,10,5,0,0,12,5,11,3,8,1,5,-1,2,-2,-1,-2,-2,-2,-2,2,-3,6,-4,10,-3,13,0,17,2,21,2,23,2,22,3,20,5,16,7,13,9,13,9,13,7,14,4,15,0,15,-3,14,-5,13,-6,12,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,4534,d4:da:21:9b:81:01,-25,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,95062244,0,37,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,17,6,15,3,13,1,11,1,6,3,2,4,1,5,2,7,5,11,8,16,10,21,10,23,10,23,8,22,5,17,2,13,-2,8,-4,3,-5,-1,-5,-2,-4,-1,-4,1,-3,2,-1,2,3,2,7,3,0,0,10,2,11,2,9,1,6,1,3,2,0,2,-1,2,-1,5,-1,9,0,12,2,13,7,15,10,17,12,19,12,18,12,15,13,11,14,7,15,5,17,5,16,6,14,9,11,11,7,11,5,11,4,11,0,0,0,0,0,0,0,0,0,0]"
